user_id,recomendations
FalconlordxxXXxxXXx,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198074377252,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198074383333,"['Arma 3', 'Counter-Strike: Global Offensive', 'DayZ', ""Garry's Mod"", 'Rust']"
76561198074401253,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
6935,"['Dungeon Defenders', 'Fallout 2: A Post Nuclear Role Playing Game', 'Fallout: A Post Nuclear Role Playing Game']"
76561198074412580,"['Choice of Robots', 'AdVenture Capitalist', 'Counter-Strike: Global Offensive', 'The Way of Life Free Edition']"
76561198074414765,"['South Park™: The Stick of Truth™', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Saints Row IV']"
softchippi,"['Portal 2', 'Team Fortress 2', ""Garry's Mod"", 'Trine 2: Complete Story', 'Counter-Strike: Global Offensive']"
76561198074416924,"['Saints Row IV', 'Left 4 Dead 2', ""Garry's Mod"", 'Team Fortress 2']"
76561198074433040,"['Emily is Away', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198074447562,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
ThatMisterOps,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
HoneyDuke,"['Chivalry: Medieval Warfare', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Unturned']"
TheAnima,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Left 4 Dead 2']"
76561198074467168,"['DayZ', 'Insurgency', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Rust']"
76561198074468919,"['Realm of the Mad God', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198074476548,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
jb_is_gay,"['Counter-Strike: Global Offensive', 'Team Fortress 2', 'Unturned', ""Garry's Mod"", 'No More Room in Hell']"
bunjee999,"[""Sid Meier's Civilization® V"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
MentalGentlemen56,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
CatieWayneeee,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198074516105,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Left 4 Dead 2']"
76561198074553384,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Stercessusretdnasunacyldemood,"['Loadout', 'Just Cause 2', 'Batman: Arkham City - Game of the Year Edition', 'Outlast', 'Hitman: Absolution™']"
76561198074590108,"['No More Room in Hell', 'Team Fortress 2', 'Unturned', 'Duke Nukem Forever', 'Counter-Strike: Global Offensive']"
76561198074628124,"['Awesomenauts - the 2D moba', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Starbound']"
SPECTROWTF,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
DoRePencil,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
TheJackedex,"['Sonic Lost World', ""AKIBA'S TRIP: Undead ＆ Undressed"", 'NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD', 'Tower of Guns', 'Max: The Curse of Brotherhood']"
76561198074702680,"[""Garry's Mod"", 'Loadout', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198074721767,"['The Forest', 'Team Fortress 2', 'Rust', 'DayZ', ""Garry's Mod""]"
Kawaiiiishirochan,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
dogmob,"['Arma 2: Operation Arrowhead', 'Counter-Strike: Global Offensive', 'DayZ', 'PlanetSide 2', ""Garry's Mod""]"
76561198074753395,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
anonimux,"['Medal of Honor: Airborne', 'Super Meat Boy', 'Spiral Knights', 'Team Fortress 2', 'Call of Duty®: Black Ops II - Apocalypse']"
Yoshi738,"['Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', ""Don't Starve Together""]"
76561198074770563,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
koreansalt,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198074778803,"['Crypt of the NecroDancer', 'Undertale', 'Team Fortress 2', 'The Binding of Isaac: Afterbirth', 'The Banner Saga']"
76561198074803924,"['Star Wars: Battlefront 2 (Classic, 2005)', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Unturned']"
collinmaraan,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198074822440,"['The Binding of Isaac: Rebirth', 'The Binding of Isaac', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
76561198074873424,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
mailiam123,"['Borderlands 2', 'Robocraft', 'BattleBlock Theater®', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198074894911,"['LEGO® Worlds', ""Garry's Mod"", 'Kingdoms Rise', 'DC Universe™ Online', 'Saints Row: The Third']"
76561198074968696,"['Warframe', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198074973653,"['Saints Row IV', 'Left 4 Dead 2', ""Garry's Mod"", 'Team Fortress 2']"
UNTITLEDJASRITHFREGSEXYNEIL6969,"['Team Fortress 2', 'Rust', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
jezza8822,"['Hearts of Iron IV', 'Battlestations Pacific', 'Warframe', 'Verdun', 'Counter-Strike: Global Offensive']"
76561198075022936,"['Team Fortress 2', 'Counter-Strike: Global Offensive']"
guy25451,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
fukhole,"['Fallout: New Vegas', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Left 4 Dead 2']"
76561198075060685,"['Toki Tori', '9.03m', 'Final Rush', 'Probably Archery']"
Jonesy_1999,"['Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
faridhisham,"['Left 4 Dead 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
katerpillar1,"['BioShock Infinite', 'Assassin’s Creed® III', 'Team Fortress 2', 'Borderlands 2', 'Counter-Strike: Global Offensive']"
MundoDosBits,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
DRELIK,"['Awesomenauts - the 2D moba', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Starbound']"
fruitpunchiiz,"['Team Fortress 2', 'Magicka', 'Counter-Strike: Global Offensive', 'NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD']"
DNK_Koshi,"['Counter-Strike: Global Offensive', 'Heroes &amp; Generals', 'Team Fortress 2', ""Garry's Mod"", 'Unturned']"
76561198075190635,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198075211954,"['Divinity: Original Sin (Classic)', 'South Park™: The Stick of Truth™', 'Game of Thrones - A Telltale Games Series', ""Sid Meier's Civilization® V""]"
ElvistheBeast,"['ARK: Survival Evolved', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'Grand Theft Auto V']"
76561198075226289,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198075227229,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198075228836,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198075229670,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
henslither608,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198075239591,"['Sanctum 2', 'Borderlands 2', 'PlanetSide 2']"
MrSpecialPerson,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
CharlZen,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
coopster44,"['Warframe', 'Heroes &amp; Generals', 'Verdun', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
madlatt,"['Plague Inc: Evolved', 'Team Fortress 2', 'The Escapists', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Nyanonymous,"['TERA', 'Counter-Strike: Global Offensive', 'Tomb Raider', ""Garry's Mod""]"
dilminhapocoto,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
86674482,"['Zombie Panic! Source', 'Team Fortress 2', 'Unturned', 'No More Room in Hell', 'Left 4 Dead 2']"
76561198075371120,"['Sniper Elite V2', 'Left 4 Dead 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
76561198075375032,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198075393320,"['Unturned', 'Insurgency', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198075417014,"['NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD', 'Terraria', 'PAYDAY™ The Heist']"
76561198075425119,"['The Binding of Isaac: Rebirth', 'The Binding of Isaac', 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Terraria']"
moose1199,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198075462582,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
swinson123,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198075484568,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
2891723967123,"['Insurgency', 'Counter-Strike: Global Offensive', 'State of Decay', 'Team Fortress 2']"
JERJERJERJER,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198075528164,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
SimplePixels,"['Counter-Strike: Global Offensive', 'Team Fortress 2', 'Tomb Raider', ""Garry's Mod""]"
Fadingblaze,"['Team Fortress 2', 'Warframe', 'Loadout', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
k1nglor,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198075551070,"['DayZ', 'Synergy', 'Fallout: New Vegas', 'Proteus']"
76561198075559668,"['Loadout', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
wade11,"['PAYDAY™ The Heist', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Borderlands 2']"
xfrnx,"['The Crew™', 'Team Fortress 2', 'Arma 3 Apex', 'Arma 3 Marksmen', 'Test Drive Unlimited 2']"
76561198075601492,"['Terraria', 'The Binding of Isaac', 'FTL: Faster Than Light', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
destroyer197,"['Portal 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Terraria']"
DJEXO,"['Killing Floor', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198075623093,"['Kerbal Space Program', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
76561198075660786,"['BattleBlock Theater®', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
76561198075674170,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
connbob,"['Tribes: Ascend', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'PlanetSide 2']"
23012003,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198075728794,"['Rust', 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod"", 'DayZ']"
76561198075747225,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
drsparky,"['Borderlands 2', 'The Binding of Isaac', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198075751591,"['Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', ""Don't Starve Together""]"
76561198075756890,"['Toribash', 'Team Fortress 2', ""Garry's Mod"", 'Unturned']"
BacalhauQuerAlh0,"['Arma 3', 'Counter-Strike: Global Offensive', 'DayZ', ""Garry's Mod"", 'Rust']"
76561198075786829,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
12332165478953761,"['DARK SOULS™ III', 'The Plan', 'Team Fortress 2', 'Fallout 4']"
lameegg,"['Half-Life 2', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Left 4 Dead 2']"
76561198075817980,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
woworchunter242,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
HOLDUPPPPP,"[""Garry's Mod"", 'Terraria', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198075836652,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
102598615,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198075883349,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198075890337,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
ted019,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
JustinQ7,"['Arma 3', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198075908315,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198075908841,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198075912797,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
havoq11256,"['Arma 3', 'Batman: Arkham City - Game of the Year Edition', 'DOOM', 'Super Crate Box', 'Counter-Strike: Global Offensive']"
B74CK0UT,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
luiz91457,"['Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', ""Don't Starve Together""]"
mazokn,"['Borderlands 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Medieval II: Total War™']"
76561198075957410,"['Life is Strange - Episode 1', ""Don't Starve Together"", 'Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
xXTheEndXx,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
76561198075966090,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
76561198075975771,"['Men of War: Assault Squad 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Rust']"
76561198075978416,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
CDTH,"['Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2', 'Grand Theft Auto V', 'No More Room in Hell']"
youngbenaffleck,"['Counter-Strike: Global Offensive', 'PlanetSide 2', 'DayZ', 'Team Fortress 2']"
Tawhirimatea,"['Unturned', 'Team Fortress 2', 'Kerbal Space Program']"
76561198076004132,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198076030187,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Left 4 Dead 2']"
76561198076031079,"[""Garry's Mod"", 'Rust', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198076033022,"['Team Fortress 2', 'PlanetSide 2', 'Counter-Strike: Global Offensive', 'No More Room in Hell', ""Garry's Mod""]"
itsSnowing,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
thepie423,"['Just Cause 2', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198076055973,"['Gotham City Impostors Free to Play', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Warframe', 'Unturned']"
76561198076061566,"['Batman™: Arkham Knight', 'Batman: Arkham City - Game of the Year Edition', 'The Binding of Isaac: Rebirth', ""No Man's Sky"", 'Fallout 3: Game of the Year Edition']"
changook,"['Rust', 'Mount &amp; Blade: Warband', 'Kerbal Space Program', 'FTL: Faster Than Light', 'Counter-Strike: Global Offensive']"
76561198076068709,"['Robocraft', 'Burnout Paradise: The Ultimate Box', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198076072214,"['Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Unturned']"
Im_riding_on_a_pink_cloud,"['Trove', 'HuniePop', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198076108428,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
76561198076114293,"['Mass Effect', 'Tomb Raider: Legend', 'Mass Effect 2', 'Sins of a Solar Empire®: Rebellion']"
76561198076117785,"['Puzzle Pirates', 'Paper Sorcerer', 'Dragons and Titans', 'Final Rush']"
imasniperrughtbehindyou,"['No More Room in Hell', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', ""Garry's Mod""]"
76561198076131644,"['Unturned', 'Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Sniper Elite V2']"
poofcorn,"['SMITE®', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Loadout']"
epicscoutfan,"['Neverwinter', 'Dino D-Day', 'You Have to Win the Game', 'Steam Controller', 'Team Fortress 2']"
76561198076152376,"['Goat Simulator', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive', 'Terraria']"
Kiritoblackswordsman,"['Team Fortress 2', 'Unturned', 'Warframe', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198076209538,"[""Garry's Mod"", 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned', 'Left 4 Dead 2']"
76561198076217855,"['Counter-Strike', 'Counter-Strike: Global Offensive', 'Counter-Strike: Source', ""Garry's Mod""]"
76561198076223290,"['Castle Story', 'Dead Bits', 'Game Dev Tycoon', ""Garry's Mod"", 'Hurtworld']"
76561198076228553,"['Batman: Arkham Asylum Game of the Year Edition', 'Batman: Arkham City - Game of the Year Edition', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
rabitar,"['Life is Strange - Episode 1', 'Counter-Strike: Global Offensive', 'Team Fortress 2']"
76561198076271965,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
Omeghas,"['One Finger Death Punch', 'Team Fortress 2', 'Loadout', 'Counter-Strike: Global Offensive', 'Warframe']"
76561198076284786,"[""Monaco: What's Yours Is Mine"", 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Team Fortress 2']"
93769201,"['Counter-Strike: Global Offensive', 'Warframe', 'Team Fortress 2', ""Garry's Mod""]"
teh_pwnerer_7,"['Borderlands 2', 'Fallout 4', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561198076299728,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
Allenwoohoo,"['Warframe', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198076310095,"['Warframe', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Castle Crashers®']"
psydrone,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
Baileyhulanmilligan,"['Counter-Strike: Global Offensive', 'Team Fortress 2', ""Garry's Mod""]"
SteemyStreem,"['Left 4 Dead 2', 'Killing Floor', 'Team Fortress 2', ""Garry's Mod"", 'Counter-Strike: Global Offensive']"
snakey1997,"['Warframe', 'Team Fortress 2', 'Counter-Strike: Global Offensive', 'Unturned']"
76561198076388843,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod""]"
76561198076403311,"['Team Fortress 2', 'Counter-Strike: Global Offensive', ""Garry's Mod"", 'Unturned']"
LGenius,"['Crysis 2 - Maximum Edition', 'Team Fortress 2', 'Counter-Strike: Global Offensive']"
xarope123,"['Insurgency', 'Counter-Strike: Global Offensive', 'Double Action: Boogaloo', 'Cry of Fear', ""Garry's Mod""]"
ConstantineTrading,"['Counter-Strike: Global Offensive', 'Portal 2', 'Team Fortress 2', ""Garry's Mod""]"
